GMID,Name,School,Year,L2PA,L2PM,S2PA,S2PM,A3PA,A3PM
58148,Jorge Perez-Laham,High Point,2015,2,0,4,2,11,6
58149,Anthony Lindauer,High Point,2013,11,3,0,0,25,9
58149,Anthony Lindauer,High Point,2014,7,1,3,1,21,10
58149,Anthony Lindauer,High Point,2015,27,10,9,4,35,13
58149,Anthony Lindauer,High Point,2016,31,8,5,4,40,17
58150,Matteo Bellusci,High Point,2013,0,0,0,0,0,0
58151,Donell Tuff,Gardner-Webb,2013,1,0,0,0,0,0
58152,Tyrell Nelson,Gardner-Webb,2013,30,7,19,14,0,0
58152,Tyrell Nelson,Gardner-Webb,2014,32,15,41,30,0,0
58152,Tyrell Nelson,Gardner-Webb,2015,33,10,23,17,6,2
58152,Tyrell Nelson,Gardner-Webb,2016,48,15,28,20,4,0
58153,Elijah Wilson,Coastal Carolina,2013,22,9,38,21,38,9
58153,Elijah Wilson,Coastal Carolina,2014,23,5,23,12,45,20
58153,Elijah Wilson,Coastal Carolina,2015,28,10,23,11,45,15
58153,Elijah Wilson,Coastal Carolina,2016,33,12,19,8,68,19
58154,Colton Ray-St. Cyr,Coastal Carolina,2013,5,3,5,4,13,3
58154,Colton Ray-St. Cyr,Coastal Carolina,2014,4,2,3,0,11,5
58154,Colton Ray-St. Cyr,Coastal Carolina,2015,12,2,13,8,16,6
58154,Colton Ray-St. Cyr,Coastal Carolina,2016,30,13,28,15,36,12
58155,Kyle Buffkin,Coastal Carolina,2013,0,0,0,0,0,0
58155,Kyle Buffkin,Coastal Carolina,2014,0,0,0,0,0,0
58156,Kyre' Hamer,Campbell,2013,13,2,17,8,22,5
58156,Kyre' Hamer,Campbell,2014,18,6,19,12,14,6
58156,Kyre' Hamer,Campbell,2015,15,7,16,9,13,2
58156,Kyre' Hamer,Campbell,2016,21,11,17,11,12,9
58157,Quinton Ray,Campbell,2013,10,2,8,8,23,5
58157,Quinton Ray,Campbell,2014,5,0,8,4,6,1
58157,Quinton Ray,Campbell,2015,4,1,2,1,9,2
58157,Quinton Ray,Campbell,2016,4,0,0,0,5,1
58158,Ty'Quan Bitting,Charleston Southern,2013,2,1,3,3,0,0
58158,Ty'Quan Bitting,Morehead State,2015,4,1,5,2,0,0
58158,Ty'Quan Bitting,Morehead State,2016,4,1,4,4,0,0
58162,Jack Hackman,Hawaii,2013,0,0,0,0,0,0
58163,Stefan Jovanovic,Hawaii,2013,2,2,1,1,0,0
58163,Stefan Jovanovic,Hawaii,2014,27,10,11,7,0,0
58163,Stefan Jovanovic,Hawaii,2015,27,12,12,5,0,0
58163,Stefan Jovanovic,Loyola Marymount,2016,22,8,31,19,2,0
58164,Garrett Nevels,Hawaii,2013,40,17,6,3,33,10
58164,Garrett Nevels,Hawaii,2014,28,11,10,6,40,11
58165,Quincy Smith,Hawaii,2013,19,5,10,5,7,1
58165,Quincy Smith,Hawaii,2014,15,4,10,6,8,3
58165,Quincy Smith,Hawaii,2015,13,4,23,8,24,4
58166,Mike Thomas,Hawaii,2013,1,0,0,0,2,0
58166,Mike Thomas,Hawaii,2014,26,11,10,4,3,1
58166,Mike Thomas,Hawaii,2015,18,9,15,10,17,4
58166,Mike Thomas,Hawaii,2017,25,7,24,16,10,3
58167,Christian Griggs-Williams,Long Beach State,2013,10,3,3,3,0,0
58167,Christian Griggs-Williams,Tennessee State,2015,13,4,6,5,6,3
58168,McKay LaSalle,Long Beach State,2013,3,1,0,0,15,3
58168,McKay LaSalle,Long Beach State,2014,8,3,2,2,35,12
58169,Anson Moye,Long Beach State,2013,0,0,0,0,1,1
58169,Anson Moye,Long Beach State,2014,0,0,0,0,0,0
58169,Anson Moye,Long Beach State,2015,0,0,2,2,2,0
58169,Anson Moye,Long Beach State,2016,1,0,0,0,4,0
58170,Desmond Ross,Long Beach State,2013,0,0,1,0,1,0
58171,David Samuels,Long Beach State,2013,22,6,14,8,10,2
58171,David Samuels,Long Beach State,2014,40,18,22,12,8,2
58172,A.J. Spencer (2),Long Beach State,2013,28,12,17,11,20,4
58172,A.J. Spencer (2),Long Beach State,2015,24,10,12,6,20,8
58173,Brynton Lemar,UC Davis,2013,21,6,23,10,8,2
58173,Brynton Lemar,UC Davis,2014,15,3,4,2,8,2
58173,Brynton Lemar,UC Davis,2015,34,10,8,4,35,12
58173,Brynton Lemar,UC Davis,2016,41,10,21,11,55,19
58174,Carlos Mancasola,UC Davis,2013,0,0,0,0,1,0
58176,Jaron Martin,UC Irvine,2013,0,0,1,0,4,1
58176,Jaron Martin,UC Irvine,2014,17,4,16,5,28,7
58176,Jaron Martin,UC Irvine,2015,12,2,11,3,52,15
58176,Jaron Martin,UC Irvine,2016,46,19,17,12,53,18
58177,Shawn Ray,UC Irvine,2014,0,0,0,0,0,0
58177,Shawn Ray,UC Irvine,2015,1,0,0,0,0,0
58178,Sam Finley,UC Riverside,2013,29,14,10,6,24,6
58178,Sam Finley,Ole Miss,2015,7,4,1,0,4,1
58179,Nick Gruninger,UC Riverside,2013,18,2,6,2,19,6
58179,Nick Gruninger,UC Riverside,2014,15,4,7,2,27,9
58180,Hunter Ford,UC Santa Barbara,2013,0,0,0,0,0,0
58180,Hunter Ford,UC Santa Barbara,2014,0,0,0,0,5,2
58181,Eric Childress,UC Santa Barbara,2013,14,6,17,7,15,4
58181,Eric Childress,UC Santa Barbara,2014,12,1,6,3,7,2
58181,Eric Childress,UC Santa Barbara,2015,17,3,12,3,27,11
58181,Eric Childress,UC Santa Barbara,2016,24,10,12,6,38,11
58182,Logan Louks,UC Santa Barbara,2013,1,1,1,0,0,0
58183,Zalmico Harmon,UC Santa Barbara,2013,33,13,14,4,28,10
58183,Zalmico Harmon,UC Santa Barbara,2014,15,4,5,2,23,7
58184,Alex Hart,UC Santa Barbara,2014,2,1,0,0,3,2
58184,Alex Hart,UC Santa Barbara,2015,5,2,3,2,6,0
58184,Alex Hart,UC Santa Barbara,2016,23,9,18,15,3,0
58184,Alex Hart,UC Santa Barbara,2017,6,1,2,0,0,0
58185,David Nwaba,Cal Poly,2013,41,19,20,12,0,0
58185,David Nwaba,Cal Poly,2014,43,16,15,10,4,2
58185,David Nwaba,Cal Poly,2015,23,4,21,11,8,1
58186,Markel Leonard,Cal Poly,2013,0,0,0,0,2,0
58188,Ridge Shipley,Cal Poly,2013,13,4,5,2,28,9
58188,Ridge Shipley,Cal Poly,2014,17,3,13,7,57,20
58188,Ridge Shipley,Cal Poly,2015,8,3,5,2,35,12
58188,Ridge Shipley,Cal Poly,2016,22,8,32,16,50,9
58189,Taylor Sutlive,Cal Poly,2013,1,0,0,0,11,7
58189,Taylor Sutlive,Cal Poly,2015,7,2,0,0,19,5
58189,Taylor Sutlive,Cal Poly,2016,1,1,0,0,0,0
58190,Michael Bolden,Cal Poly,2013,3,0,1,0,11,2
58190,Michael Bolden,Cal Poly,2014,12,4,1,1,43,15
58191,Sheldon Blackwell,Cal State Fullerton,2013,9,3,14,8,7,1
58191,Sheldon Blackwell,Cal State Fullerton,2014,8,2,15,5,6,2
58191,Sheldon Blackwell,Cal State Fullerton,2015,1,0,1,0,1,0
58192,Joe Boyd,Cal State Fullerton,2013,6,0,7,5,1,0
58192,Joe Boyd,Cal State Fullerton,2014,14,3,12,5,0,0
58193,Ian Spruce,Cal State Fullerton,2013,0,0,0,0,1,1
58194,Corey Walker,Cal State Fullerton,2014,1,0,0,0,1,0
58195,Aaron Parks,Cal State Northridge,2013,37,11,10,3,11,5
58195,Aaron Parks,Cal State Northridge,2014,36,12,24,12,19,5
58195,Aaron Parks,Cal State Northridge,2015,21,6,8,2,3,0
58195,Aaron Parks,Cal State Northridge,2016,36,10,11,6,7,2
58196,Joe Chealey,Charleston,2013,21,6,16,6,21,7
58196,Joe Chealey,Charleston,2014,52,20,24,12,40,11
58196,Joe Chealey,Charleston,2016,52,24,21,10,63,26
58196,Joe Chealey,Charleston,2017,42,14,19,14,50,20
58197,Johnathan Cook,Charleston,2013,3,0,1,0,8,1
58197,Johnathan Cook,Chattanooga,2015,15,4,10,6,12,3
58197,Johnathan Cook,Chattanooga,2016,28,5,25,14,18,7
58198,Terrance O'Donohue,Charleston,2013,0,0,1,0,0,0
58198,Terrance O'Donohue,Charleston,2014,9,2,10,4,3,1
58198,Terrance O'Donohue,Charleston,2015,7,2,9,5,4,1
58198,Terrance O'Donohue,Charleston,2016,1,0,3,2,0,0
58199,"Glen Pierre, Jr.",Charleston,2013,0,0,0,0,0,0
58199,"Glen Pierre, Jr.",Charleston,2014,6,2,2,0,0,0
58199,"Glen Pierre, Jr.",SIU-Edwardsville,2016,3,0,0,0,0,0
58200,Barnett Harris,Delaware,2013,0,0,0,0,0,0
58200,Barnett Harris,Delaware,2014,2,0,3,0,0,0
58200,Barnett Harris,Delaware,2015,1,0,1,0,0,0
58200,Barnett Harris,Delaware,2016,5,2,3,2,0,0
58201,Cazmon Hayes,Delaware,2013,5,1,5,3,9,3
58201,Cazmon Hayes,Delaware,2014,18,4,17,11,35,15
58201,Cazmon Hayes,Delaware,2015,9,0,21,9,58,18
58201,Cazmon Hayes,Delaware,2016,17,2,36,19,37,8
58202,Dylan Miller,Delaware,2013,0,0,0,0,0,0
58203,Devonne Pinkard,Delaware,2013,1,0,3,2,15,2
58203,Devonne Pinkard,Delaware,2014,15,6,7,2,18,6
58203,Devonne Pinkard,Delaware,2015,14,7,3,0,25,4
58203,Devonne Pinkard,Delaware,2016,17,8,8,7,47,12
58204,Mohamed Bah,Drexel,2013,1,0,6,6,0,0
58204,Mohamed Bah,Drexel,2014,13,4,8,7,0,0
58204,Mohamed Bah,Drexel,2015,3,1,10,5,1,0
58204,Mohamed Bah,Drexel,2016,10,4,8,5,1,0
58205,Major Canady,Drexel,2013,23,8,0,0,6,2
58205,Major Canady,Drexel,2016,3,1,1,0,7,3
58206,Khris Lane,Drexel,2013,0,0,0,0,0,0
58206,Khris Lane,Longwood,2015,24,9,13,10,15,9
58206,Khris Lane,Longwood,2016,45,16,39,29,30,12
58206,Khris Lane,VCU,2017,0,0,0,0,0,0
58207,Rodney Williams (2),Drexel,2013,11,2,17,13,0,0
58207,Rodney Williams (2),Drexel,2014,44,12,28,18,0,0
58207,Rodney Williams (2),Drexel,2015,36,13,38,24,0,0
58207,Rodney Williams (2),Drexel,2016,38,7,47,28,3,2
58208,Chris Jenkins (2),Hofstra,2013,1,1,0,0,39,9
58208,Chris Jenkins (2),N.J.I.T.,2015,1,0,3,1,24,15
58208,Chris Jenkins (2),N.J.I.T.,2016,2,0,2,0,30,10
58208,Chris Jenkins (2),N.J.I.T.,2017,2,0,0,0,5,2
58209,Jamall Robinson,Hofstra,2013,27,10,17,10,24,7
58209,Jamall Robinson,Hofstra,2014,19,4,4,1,16,6
58209,Jamall Robinson,Hofstra,2016,10,3,0,0,24,6
58209,Jamall Robinson,Long Island,2017,5,2,1,1,19,7
58210,Yohanny Dalembert,James Madison,2013,6,2,7,4,0,0
58210,Yohanny Dalembert,James Madison,2014,27,9,47,31,1,1
58210,Yohanny Dalembert,James Madison,2015,22,5,29,20,0,0
58210,Yohanny Dalembert,James Madison,2016,13,1,28,17,0,0
58211,Jackson Kent,James Madison,2013,14,5,8,4,21,5
58211,Jackson Kent,James Madison,2014,28,11,8,4,33,11
58211,Jackson Kent,James Madison,2015,15,2,12,5,19,8
58211,Jackson Kent,James Madison,2016,42,19,19,10,44,16
58212,Ivan Lukic,James Madison,2013,2,0,2,0,5,0
58212,Ivan Lukic,James Madison,2014,2,1,1,0,0,0
58212,Ivan Lukic,James Madison,2015,3,2,6,2,1,0
58212,Ivan Lukic,James Madison,2016,21,6,21,18,9,1
58213,Tom Rivard,James Madison,2013,0,0,1,1,1,0
58213,Tom Rivard,Colgate,2015,16,6,15,9,28,8
58213,Tom Rivard,Colgate,2016,13,5,28,16,13,5
58213,Tom Rivard,Colgate,2017,0,0,0,0,2,1
58215,Chuck Ogbodo,UNC Wilmington,2013,5,2,3,2,0,0
58215,Chuck Ogbodo,UNC Wilmington,2014,3,2,7,3,0,0
58215,Chuck Ogbodo,UNC Wilmington,2015,3,2,2,2,0,0
58215,Chuck Ogbodo,UNC Wilmington,2016,1,0,3,3,0,0
58216,Addison Spruill,UNC Wilmington,2013,57,16,17,4,32,7
58216,Addison Spruill,UNC Wilmington,2014,74,28,17,10,19,6
58217,C.J. Hill,Northeastern,2014,0,0,1,0,1,0
58218,Jimmy Marshall,Northeastern,2013,0,0,0,0,3,0
58218,Jimmy Marshall,Northeastern,2014,0,0,1,1,2,0
58218,Jimmy Marshall,Northeastern,2015,1,0,2,0,8,0
58218,Jimmy Marshall,Northeastern,2016,0,0,3,1,9,3
58219,T.J. Williams (2),Northeastern,2013,20,5,13,8,15,6
58219,T.J. Williams (2),Northeastern,2014,35,15,26,15,27,11
58219,T.J. Williams (2),Northeastern,2015,9,3,18,10,10,1
58219,T.J. Williams (2),Northeastern,2016,52,21,33,19,39,9
58220,John Davis,Towson,2013,4,1,9,6,0,0
58220,John Davis,Towson,2014,37,19,48,30,0,0
58220,John Davis,Towson,2015,32,18,23,15,21,8
58220,John Davis,Towson,2016,30,14,15,10,7,2
58221,Walter Foster,Towson,2013,7,2,5,3,0,0
58221,Walter Foster,Towson,2014,51,17,14,7,0,0
58221,Walter Foster,Towson,2015,36,8,11,5,0,0
58222,Daniel Dixon,William & Mary,2013,2,1,1,1,22,7
58222,Daniel Dixon,William & Mary,2014,11,2,5,4,43,19
58222,Daniel Dixon,William & Mary,2015,8,1,18,7,46,12
58222,Daniel Dixon,William & Mary,2016,13,5,18,11,39,12
58223,Omar Prewitt,William & Mary,2013,8,3,11,6,43,22
58223,Omar Prewitt,William & Mary,2014,26,11,19,9,47,11
58223,Omar Prewitt,William & Mary,2015,29,12,27,19,29,8
58223,Omar Prewitt,William & Mary,2016,20,10,18,9,29,10
58224,Michael Schlotman,William & Mary,2013,0,0,0,0,0,0
58224,Michael Schlotman,William & Mary,2014,1,0,4,1,2,1
58224,Michael Schlotman,William & Mary,2015,1,0,0,0,2,1
58224,Michael Schlotman,William & Mary,2016,0,0,0,0,0,0
58225,Jack Whitman,William & Mary,2014,4,1,8,4,0,0
58225,Jack Whitman,William & Mary,2015,5,3,13,7,0,0
58225,Jack Whitman,William & Mary,2016,8,3,34,23,0,0
58234,Vuk Baletic,Monmouth,2013,1,0,0,0,0,0
58235,Chris Brady,Monmouth,2013,5,1,10,6,0,0
58235,Chris Brady,Monmouth,2014,13,3,18,13,3,1
58235,Chris Brady,Monmouth,2015,9,3,9,6,3,2
58235,Chris Brady,Monmouth,2016,16,4,21,14,2,1
58237,Ba'Shawn Mickens,Monmouth,2014,0,0,1,1,1,1
58238,Greg Noack,Monmouth,2013,0,0,8,5,0,0
58239,Justin Robinson (2),Monmouth,2013,17,5,16,8,33,11
58239,Justin Robinson (2),Monmouth,2014,32,11,23,10,44,19
58239,Justin Robinson (2),Monmouth,2015,29,13,14,7,24,7
58239,Justin Robinson (2),Monmouth,2016,22,10,23,7,27,11
58240,Marcelo Ruediger,Monmouth,2013,2,0,1,0,0,0
58241,Zac Tillman,Monmouth,2013,8,3,34,17,0,0
58241,Zac Tillman,Monmouth,2014,8,1,21,13,0,0
58241,Zac Tillman,Monmouth,2015,5,2,6,2,0,0
58241,Zac Tillman,Monmouth,2017,13,6,20,10,0,0
58242,Ryden Hines,Iona,2013,2,2,4,2,6,3
58242,Ryden Hines,Iona,2014,1,1,8,6,9,6
58242,Ryden Hines,Iona,2015,1,0,2,1,2,0
58243,Daniel Robinson,Iona,2013,2,1,2,1,0,0
58243,Daniel Robinson,Iona,2014,0,0,0,0,0,0
58243,Daniel Robinson,Norfolk State,2016,12,5,10,7,0,0
58243,Daniel Robinson,Norfolk State,2017,5,0,8,4,0,0
58244,Shackquiel Scott,Wagner,2016,3,0,3,1,1,1
58244,Shackquiel Scott,Wagner,2017,5,4,7,3,0,0
58245,Isaiah Williams,Iona,2013,1,1,13,9,40,21
58245,Isaiah Williams,Iona,2014,1,0,7,5,39,15
58245,Isaiah Williams,Iona,2015,3,0,18,11,61,22
58246,Carlton Allen,Manhattan,2013,0,0,2,0,0,0
58246,Carlton Allen,Manhattan,2014,3,2,0,0,0,0
58246,Carlton Allen,Manhattan,2015,3,2,0,0,0,0
58247,Rich Williams,Manhattan,2013,3,2,3,1,8,4
58247,Rich Williams,Manhattan,2014,10,1,5,2,28,7
58247,Rich Williams,Manhattan,2015,50,20,22,13,25,10
58247,Rich Williams,Manhattan,2017,39,11,7,2,36,15
58248,Tyler Wilson,Manhattan,2013,7,2,12,4,0,0
58248,Tyler Wilson,Manhattan,2014,8,4,18,6,5,1
58248,Tyler Wilson,Manhattan,2015,8,2,25,11,6,3
58248,Tyler Wilson,Manhattan,2016,5,1,18,6,4,0
58249,Kentrall Brooks,Marist,2013,5,1,3,0,0,0
58249,Kentrall Brooks,Marist,2014,1,0,4,2,1,0
58249,Kentrall Brooks,Marist,2015,11,3,22,12,0,0
58249,Kentrall Brooks,Marist,2016,19,8,19,12,1,0
58250,Nick Colletta,Marist,2013,1,0,0,0,0,0
58250,Nick Colletta,Marist,2014,2,1,0,0,9,3
58251,Aaron Bodie,Niagara,2013,0,0,0,0,0,0
58252,Karonn Davis,Niagara,2014,11,3,9,4,44,11
58252,Karonn Davis,Niagara,2015,13,1,3,1,31,11
58252,Karonn Davis,Coppin State,2017,57,26,12,3,45,14
58253,Alex Dubovitsky,Chicago State,2016,0,0,0,0,8,2
58253,Alex Dubovitsky,Chicago State,2017,3,2,0,0,5,3
58254,Wesley Myers,Niagara,2013,16,9,9,6,16,7
58254,Wesley Myers,Niagara,2014,16,7,24,10,24,12
58254,Wesley Myers,Maine,2016,37,14,30,18,24,8
58254,Wesley Myers,South Carolina,2017,30,10,8,5,25,8
58255,Dominique Reid,Niagara,2014,33,11,33,11,2,0
58255,Dominique Reid,North Carolina Central,2017,16,5,15,9,1,0
58256,Ramone Snowden,Niagara,2013,3,1,11,6,12,7
58256,Ramone Snowden,Niagara,2014,8,3,27,7,34,11
58256,Ramone Snowden,James Madison,2016,9,2,16,9,16,5
58256,Ramone Snowden,James Madison,2017,6,0,11,4,26,11
58257,David Varoli,Niagara,2014,0,0,0,0,1,0
58258,Jermaine Crumpton,Canisius,2014,28,10,14,8,24,8
58258,Jermaine Crumpton,Canisius,2015,28,9,19,14,35,13
58258,Jermaine Crumpton,Canisius,2016,37,11,31,18,29,10
58258,Jermaine Crumpton,Canisius,2017,34,14,26,15,35,8
58260,Zach Lewis,Canisius,2013,13,6,11,3,51,15
58260,Zach Lewis,Canisius,2014,45,13,16,6,86,28
58260,Zach Lewis,Massachusetts,2016,24,12,12,2,40,5
58260,Zach Lewis,Iona,2017,20,7,10,3,29,9
58261,Kassius Robertson,Canisius,2014,11,4,9,5,31,8
58261,Kassius Robertson,Canisius,2015,24,10,23,11,63,16
58261,Kassius Robertson,Canisius,2016,14,9,23,11,68,21
58261,Kassius Robertson,Missouri,2017,19,7,21,8,63,26
58262,Adam Weir,Canisius,2014,2,0,6,0,22,5
58262,Adam Weir,Canisius,2015,0,0,1,0,2,0
58263,Jeremiah Williams,Canisius,2013,2,0,1,0,6,4
58263,Jeremiah Williams,Canisius,2014,22,5,12,3,54,17
58264,Doug Chappell,Fairfield,2013,3,0,8,0,16,4
58264,Doug Chappell,Fairfield,2014,3,1,1,1,0,0
58265,Lincoln Davis,Fairfield,2013,2,1,1,1,3,2
58265,Lincoln Davis,Lamar,2015,17,4,5,2,13,5
58265,Lincoln Davis,Lamar,2016,7,1,6,3,10,5
58266,K.J. Rose,Fairfield,2013,15,7,31,11,20,3
58266,K.J. Rose,Fairfield,2014,16,1,23,6,21,7
58267,Steve Smith (2),Fairfield,2013,0,0,0,0,16,5
58267,Steve Smith (2),Fairfield,2014,1,0,1,0,13,4
58267,Steve Smith (2),Fairfield,2015,0,0,0,0,4,1
58268,Davis Graham,Rider,2013,0,0,0,0,0,0
58269,Brandon Channer,Rider,2013,0,0,1,1,0,0
58270,Xavier Lundy,Rider,2013,0,0,0,0,1,0
58270,Xavier Lundy,Rider,2014,17,4,18,9,16,8
58270,Xavier Lundy,Rider,2015,22,10,29,17,21,7
58270,Xavier Lundy,Rider,2016,16,6,3,2,24,6
58271,Jimmie Taylor (2),Rider,2013,22,8,10,5,25,10
58271,Jimmie Taylor (2),Rider,2014,23,5,11,5,39,13
58271,Jimmie Taylor (2),Rider,2015,24,7,12,8,37,12
58271,Jimmie Taylor (2),Rider,2016,24,10,7,2,27,10
58272,Kahlil Thomas,Rider,2013,11,3,26,10,2,1
58272,Kahlil Thomas,Rider,2014,16,6,14,7,6,2
58272,Kahlil Thomas,Rider,2015,18,5,44,27,0,0
58272,Kahlil Thomas,Rider,2016,30,12,42,19,6,0
58273,Vic Adams,Saint Peter's,2013,4,2,1,1,3,1
58274,Tyler Gaskins,Saint Peter's,2013,10,5,6,3,18,5
58274,Tyler Gaskins,Saint Peter's,2014,28,8,13,8,40,15
58275,Kris Rolle,Saint Peter's,2013,0,0,9,6,0,0
58275,Kris Rolle,Saint Peter's,2014,0,0,4,3,0,0
58276,Quadir Welton,Saint Peter's,2013,13,4,15,10,0,0
58276,Quadir Welton,Saint Peter's,2014,24,10,38,20,0,0
58276,Quadir Welton,Saint Peter's,2015,23,8,62,33,0,0
58276,Quadir Welton,Saint Peter's,2016,46,11,88,42,0,0
58277,Howard Sellars,Saint Peter's,2013,9,4,0,0,4,0
58278,Trevis Wyche,Saint Peter's,2013,14,2,43,13,23,6
58278,Trevis Wyche,Saint Peter's,2014,27,6,21,9,32,9
58278,Trevis Wyche,Saint Peter's,2015,24,13,38,15,32,14
58278,Trevis Wyche,Saint Peter's,2016,46,10,46,24,44,18
58279,Lavon Long,Siena,2013,42,12,53,21,5,1
58279,Lavon Long,Siena,2014,23,8,38,18,4,1
58279,Lavon Long,Siena,2015,20,5,22,13,9,3
58279,Lavon Long,Siena,2016,18,8,28,19,13,5
58280,Jimmy Merrill,Siena,2014,0,0,0,0,0,0
58280,Jimmy Merrill,Siena,2015,0,0,0,0,1,1
58280,Jimmy Merrill,Siena,2016,0,0,0,0,1,0
58281,Javion Ogunyemi,Siena,2013,9,2,15,5,0,0
58281,Javion Ogunyemi,Siena,2014,29,8,35,22,0,0
58281,Javion Ogunyemi,Siena,2015,24,6,50,22,8,5
58281,Javion Ogunyemi,Siena,2016,20,7,55,32,7,2
58282,Maurice White,Siena,2013,26,7,9,4,5,0
58282,Maurice White,Siena,2014,13,3,7,1,3,0
58283,Mike Wilson,Siena,2013,0,0,0,0,0,0
58283,Mike Wilson,Siena,2014,0,0,0,0,1,0
58284,Michael Wolfe,Siena,2013,3,1,3,2,3,0
58284,Michael Wolfe,North Carolina Central,2016,0,0,0,0,4,1
58285,Marquis Wright,Siena,2013,31,7,36,16,14,3
58285,Marquis Wright,Siena,2014,28,8,33,17,15,6
58285,Marquis Wright,Siena,2015,18,7,13,6,18,6
58285,Marquis Wright,Siena,2016,33,11,37,16,50,21
58308,Tre O'Neal,Nicholls State,2015,10,3,3,3,8,0
58308,Tre O'Neal,Nicholls State,2016,12,2,3,2,9,2
58324,Kyle Rhoades,Western Carolina,2015,0,0,0,0,0,0
58324,Kyle Rhoades,Western Carolina,2016,4,2,4,1,1,0
58342,Gligorije Rakocevic,Oregon State,2015,6,2,4,0,0,0
58342,Gligorije Rakocevic,Oregon State,2016,18,6,15,10,6,2
58342,Gligorije Rakocevic,Oregon State,2017,8,6,8,5,0,0
58505,Tevin Moore,Mississippi State,2013,0,0,0,0,2,1
58506,Fallou Ndoye,Mississippi State,2014,4,2,4,1,0,0
58506,Fallou Ndoye,Mississippi State,2015,0,0,1,1,0,0
58506,Fallou Ndoye,Cal State Bakersfield,2016,18,10,7,2,0,0
58506,Fallou Ndoye,Cal State Bakersfield,2017,8,4,7,3,0,0
58508,I.J. Ready,Mississippi State,2013,14,5,2,1,12,4
58508,I.J. Ready,Mississippi State,2014,16,4,2,1,33,10
58508,I.J. Ready,Mississippi State,2015,37,13,5,1,37,13
58508,I.J. Ready,Mississippi State,2016,38,15,9,4,19,3
58509,Aaric Armstead,Northern Illinois,2013,22,7,13,7,23,8
58509,Aaric Armstead,Northern Illinois,2014,22,7,17,7,19,5
58509,Aaric Armstead,Northern Illinois,2015,23,7,16,6,32,10
58509,Aaric Armstead,Northern Illinois,2016,22,6,5,3,26,7
58510,Dontel Highsmith,Northern Illinois,2013,5,1,4,4,12,3
58510,Dontel Highsmith,Northern Illinois,2016,10,4,18,5,15,4
58510,Dontel Highsmith,Cleveland State,2017,9,3,14,6,12,4
58511,Jordan Johnson (2),Tennessee Tech,2013,6,2,6,3,34,10
58511,Jordan Johnson (2),Tennessee Tech,2014,3,1,1,1,20,6
58512,Shirmane Thomas,Tennessee Tech,2013,12,3,8,2,15,7
58512,Shirmane Thomas,Tennessee Tech,2014,17,4,5,3,9,0
58512,Shirmane Thomas,Tennessee Tech,2015,14,4,5,3,10,2
58512,Shirmane Thomas,Grambling State,2017,15,7,14,3,18,7
58515,Ty Allen,Tennessee Tech,2013,7,2,9,2,20,4
58516,Ladon Carter,Tennessee Tech,2013,3,2,18,12,0,0
58517,Mason Ramsey,Tennessee Tech,2013,0,0,0,0,0,0
58517,Mason Ramsey,Tennessee Tech,2014,2,1,4,4,6,1
58517,Mason Ramsey,Tennessee Tech,2015,9,4,16,10,6,3
58517,Mason Ramsey,Tennessee Tech,2016,29,12,27,17,5,0
58517,Mason Ramsey,Tennessee Tech,2017,30,16,33,17,4,1
58518,Dwan Caldwell,Tennessee Tech,2013,43,21,27,15,0,0
58518,Dwan Caldwell,Tennessee Tech,2014,42,18,22,11,2,0
58519,Christian Ejiga,Maine,2013,2,0,6,2,0,0
58519,Christian Ejiga,Maine,2014,7,1,9,5,1,0
58520,Erik Nissen,Maine,2013,0,0,0,0,0,0
58520,Erik Nissen,Maine,2014,2,0,4,1,0,0
58522,Troy Reid-Knight,Maine,2013,5,0,5,2,8,4
58522,Troy Reid-Knight,Maine,2014,2,0,5,1,14,5
58522,Troy Reid-Knight,Maine,2015,5,2,3,0,10,3
58523,Garet Beal,Maine,2013,3,0,3,0,5,0
58523,Garet Beal,Maine,2014,5,0,7,2,16,6
58523,Garet Beal,Maine,2015,0,0,0,0,5,0
58524,Troy Caupain,Cincinnati,2013,9,1,17,6,26,7
58524,Troy Caupain,Cincinnati,2014,37,13,25,13,31,8
58524,Troy Caupain,Cincinnati,2015,32,11,20,8,56,16
58524,Troy Caupain,Cincinnati,2016,41,14,21,9,65,23
58525,Kevin Johnson (2),Cincinnati,2013,10,5,9,6,16,5
58525,Kevin Johnson (2),Cincinnati,2014,17,8,7,3,45,14
58525,Kevin Johnson (2),Cincinnati,2015,13,6,2,2,38,10
58525,Kevin Johnson (2),Cincinnati,2016,31,10,10,5,55,14
58526,Deshaun Morman,Cincinnati,2014,17,4,6,1,6,1
58526,Deshaun Morman,Towson,2016,48,12,12,6,18,5
58526,Deshaun Morman,Towson,2017,15,8,7,4,13,6
58528,Alvin Ellis III,Michigan State,2013,2,1,6,4,3,3
58528,Alvin Ellis III,Michigan State,2014,1,0,3,1,7,2
58528,Alvin Ellis III,Michigan State,2015,1,0,4,0,9,0
58528,Alvin Ellis III,Michigan State,2016,14,4,6,3,34,10
58529,Marcus Keene,Youngstown State,2013,10,3,4,2,16,6
58529,Marcus Keene,Youngstown State,2014,21,6,5,3,53,21
58529,Marcus Keene,Central Michigan,2016,19,10,18,9,64,17
58530,Jalon Plummer,Youngstown State,2013,0,0,0,0,1,0
58530,Jalon Plummer,Youngstown State,2014,6,1,0,0,6,1
58531,Kyle Steward,Youngstown State,2013,4,2,0,0,3,0
