GMID,Name,School,Year,Position,PercShotS2P,S2PPer,PercS2PAinT,DunkA,PercDunkinT,PercShotl2P,L2PPer,PercL2PAinT,A3P,PercShot3P,ThreePer,Perc3PAinT
80302,Tom Planek,Providence,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80302,Tom Planek,Providence,2017,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80303,Makinde London,Xavier,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,29.47%,NR,NR,NR
80303,Makinde London,Chattanooga,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,71.18%,76.15%,65.98%,63.12%
80303,Makinde London,Chattanooga,2017,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,88.22%,84.12%,55.94%,69.38%
80304,J.P. Macura,Xavier,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,67.85%,66.54%,28.00%,27.18%
80304,J.P. Macura,Xavier,2015,Wing,48.34%,37.90%,86.55%,56.67%,NR,NR,NR,NR,78.16%,43.76%,28.79%,55.45%
80304,J.P. Macura,Xavier,2016,Wing,34.83%,52.56%,69.68%,72.11%,NR,29.15%,51.99%,79.14%,93.02%,49.97%,14.02%,56.95%
80304,J.P. Macura,Xavier,2017,Wing,38.72%,56.93%,73.42%,65.43%,NR,NR,NR,NR,89.50%,55.97%,83.09%,80.97%
80307,Rakim Lubin,Connecticut,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80307,Rakim Lubin,Cal State Northridge,2016,Wing,70.24%,37.34%,12.88%,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80310,Eric Moeller,Florida Gulf Coast,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80311,Peyton Aldridge,Davidson,2014,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,81.47%,84.81%,74.47%,53.16%
80311,Peyton Aldridge,Davidson,2015,Wing,26.20%,87.46%,41.30%,65.43%,NR,NR,NR,NR,83.46%,60.12%,94.49%,43.66%
80311,Peyton Aldridge,Davidson,2016,Wing,27.05%,67.14%,21.14%,65.43%,NR,NR,NR,NR,85.94%,59.53%,56.18%,31.26%
80311,Peyton Aldridge,Davidson,2017,Wing,25.14%,50.44%,43.16%,77.75%,57.91%,48.03%,62.88%,6.89%,85.22%,54.09%,21.28%,19.47%
80313,Nathan Ekwu,Davidson,2014,Wing,NR,NR,NR,44.66%,NR,NR,NR,NR,29.47%,NR,NR,NR
80313,Nathan Ekwu,Davidson,2015,Wing,NR,NR,NR,65.43%,NR,NR,NR,NR,34.58%,NR,NR,NR
80313,Nathan Ekwu,Davidson,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80324,Darius Dawkins,Jacksonville,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80324,Darius Dawkins,Jacksonville,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,91.47%,93.77%,72.03%,70.02%
80324,Darius Dawkins,Jacksonville,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,88.22%,95.32%,72.44%,63.91%
80325,TySean Powell,Duquesne,2014,Wing,79.87%,69.09%,58.65%,77.75%,12.40%,NR,NR,NR,0.00%,NR,NR,NR
80325,TySean Powell,Duquesne,2015,Wing,83.87%,60.67%,31.27%,85.45%,16.66%,NR,NR,NR,0.00%,NR,NR,NR
80326,Antwon Clayton,Jacksonville,2014,Wing,91.40%,76.99%,53.03%,72.11%,NR,NR,NR,NR,0.00%,NR,NR,NR
80326,Antwon Clayton,Jacksonville,2015,Wing,86.14%,17.30%,69.76%,93.09%,67.19%,NR,NR,NR,14.93%,NR,NR,NR
80326,Antwon Clayton,Jacksonville,2016,Wing,82.16%,16.87%,76.75%,82.06%,50.15%,NR,NR,NR,14.93%,NR,NR,NR
80326,Antwon Clayton,Jacksonville,2017,Wing,NR,NR,NR,65.43%,NR,NR,NR,NR,0.00%,NR,NR,NR
80332,Justin Diecker,Kennesaw State,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80335,Dekeba Battee-Aston,Fordham,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80338,Eric Paschall,Fordham,2014,Wing,33.22%,47.09%,58.33%,87.94%,31.15%,29.23%,85.34%,50.23%,88.98%,51.23%,40.83%,57.04%
80338,Eric Paschall,Villanova,2016,Wing,38.58%,66.46%,10.68%,77.75%,1.18%,NR,NR,NR,57.83%,NR,NR,NR
80338,Eric Paschall,Villanova,2017,Wing,60.39%,66.46%,27.14%,87.94%,8.16%,NR,NR,NR,59.94%,46.45%,53.07%,24.61%
80343,Karlos Odum,North Florida,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80343,Karlos Odum,North Florida,2016,Wing,NR,NR,NR,56.67%,NR,NR,NR,NR,0.00%,NR,NR,NR
80344,Jordan Garnett,Northern Kentucky,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80344,Jordan Garnett,Northern Kentucky,2015,Wing,57.67%,7.20%,74.53%,56.67%,NR,NR,NR,NR,49.98%,NR,NR,NR
80344,Jordan Garnett,Northern Kentucky,2016,Wing,NR,NR,NR,56.67%,NR,NR,NR,NR,47.09%,NR,NR,NR
80344,Jordan Garnett,Northern Kentucky,2017,Wing,35.32%,30.00%,93.49%,56.67%,NR,NR,NR,NR,85.94%,65.62%,80.27%,87.63%
80346,Jonathan Joseph,Stetson,2014,Wing,NR,NR,NR,72.11%,NR,NR,NR,NR,14.93%,NR,NR,NR
80354,Eric Lockett,George Mason,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80354,Eric Lockett,Florida International,2016,Wing,54.75%,16.87%,84.33%,77.75%,76.10%,NR,NR,NR,57.83%,NR,NR,NR
80354,Eric Lockett,Florida International,2017,Wing,67.02%,54.11%,84.49%,77.75%,66.10%,50.69%,12.06%,44.21%,59.94%,7.44%,73.49%,62.43%
80356,Marvin Smith,USC Upstate,2014,Wing,NR,NR,NR,56.67%,NR,NR,NR,NR,34.58%,NR,NR,NR
80356,Marvin Smith,USC Upstate,2015,Wing,76.77%,66.46%,49.51%,44.66%,NR,NR,NR,NR,23.18%,NR,NR,NR
80357,Ramel Thompkins,USC Upstate,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80357,Ramel Thompkins,USC Upstate,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80357,Ramel Thompkins,USC Upstate,2016,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,79.27%,85.01%,53.07%,35.16%
80357,Ramel Thompkins,USC Upstate,2017,Wing,NR,NR,NR,56.67%,NR,NR,NR,NR,87.45%,79.90%,66.80%,37.14%
80358,Trey Porter,George Mason,2014,Wing,NR,NR,NR,82.06%,59.87%,NR,NR,NR,0.00%,NR,NR,NR
80358,Trey Porter,Old Dominion,2016,Wing,72.43%,18.63%,22.51%,44.66%,NR,NR,NR,NR,0.00%,NR,NR,NR
80358,Trey Porter,Old Dominion,2017,Wing,72.43%,50.44%,24.54%,96.01%,23.63%,NR,NR,NR,0.00%,NR,NR,NR
80359,Jacob Schulte,USC Upstate,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80359,Jacob Schulte,USC Upstate,2015,Wing,87.61%,50.44%,35.52%,27.75%,NR,NR,NR,NR,0.00%,NR,NR,NR
80362,Matt Cimino,George Washington,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80362,Matt Cimino,George Washington,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80362,Matt Cimino,American University,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80362,Matt Cimino,American University,2017,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80362,Matt Cimino,American University,2017,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80364,Anthony Swan,George Washington,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80364,Anthony Swan,George Washington,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80364,Anthony Swan,Cal State Northridge,2017,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,29.47%,NR,NR,NR
80371,Paul Friendshuh,Richmond,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80371,Paul Friendshuh,Richmond,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80371,Paul Friendshuh,Richmond,2017,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80374,James Demery,Saint Joseph's,2014,Wing,85.65%,57.71%,88.68%,89.92%,66.10%,NR,NR,NR,43.47%,NR,NR,NR
80374,James Demery,Saint Joseph's,2015,Wing,83.04%,52.86%,75.26%,82.06%,37.12%,NR,NR,NR,39.17%,NR,NR,NR
80374,James Demery,Saint Joseph's,2016,Wing,70.35%,76.06%,83.18%,56.67%,NR,63.16%,28.41%,53.22%,29.47%,NR,NR,NR
80374,James Demery,Saint Joseph's,2017,Wing,71.96%,29.68%,71.82%,56.67%,NR,48.07%,66.55%,79.15%,52.77%,NR,NR,NR
80375,Markell Lodge,Saint Joseph's,2015,Wing,NR,NR,NR,44.66%,NR,NR,NR,NR,0.00%,NR,NR,NR
80375,Markell Lodge,Saint Joseph's,2016,Wing,NR,NR,NR,72.11%,NR,NR,NR,NR,0.00%,NR,NR,NR
80375,Markell Lodge,Saint Joseph's,2017,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,0.00%,NR,NR,NR
80376,Obi Romeo,Saint Joseph's,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80376,Obi Romeo,Longwood,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80380,Brett Jolly,Saint Louis,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,43.47%,NR,NR,NR
80380,Brett Jolly,Saint Louis,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80386,Jordan Tyson,St. Bonaventure,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80386,Jordan Tyson,Georgia State,2017,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,0.00%,NR,NR,NR
80387,Justin Tillman,VCU,2014,Wing,82.16%,33.97%,60.10%,72.11%,NR,NR,NR,NR,0.00%,NR,NR,NR
80387,Justin Tillman,VCU,2015,Wing,77.06%,36.48%,41.08%,77.75%,17.10%,NR,NR,NR,14.93%,NR,NR,NR
80387,Justin Tillman,VCU,2016,Wing,82.23%,66.67%,34.18%,89.92%,13.62%,NR,NR,NR,0.00%,NR,NR,NR
80387,Justin Tillman,VCU,2017,Wing,32.01%,59.45%,37.45%,72.11%,NR,52.47%,88.22%,36.76%,88.22%,43.16%,36.10%,93.78%
80389,Michael Gilmore,VCU,2014,Wing,NR,NR,NR,44.66%,NR,NR,NR,NR,43.47%,NR,NR,NR
80389,Michael Gilmore,VCU,2015,Wing,NR,NR,NR,56.67%,NR,NR,NR,NR,29.47%,NR,NR,NR
80389,Michael Gilmore,Florida Gulf Coast,2017,Wing,55.51%,72.36%,57.16%,82.06%,12.26%,NR,NR,NR,52.77%,NR,NR,NR
80411,Bear Henderson,Eastern Washington,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80414,Kyle Reid,Eastern Washington,2014,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,0.00%,NR,NR,NR
80414,Kyle Reid,Eastern Washington,2015,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,0.00%,NR,NR,NR
80415,Bogdan Bliznyuk,Eastern Washington,2014,Wing,71.96%,76.06%,11.06%,27.75%,NR,NR,NR,NR,39.17%,NR,NR,NR
80415,Bogdan Bliznyuk,Eastern Washington,2015,Wing,61.80%,21.82%,14.34%,27.75%,NR,NR,NR,NR,57.83%,NR,NR,NR
80415,Bogdan Bliznyuk,Eastern Washington,2016,Wing,58.83%,8.09%,17.92%,27.75%,NR,NR,NR,NR,63.99%,29.60%,76.79%,10.27%
80415,Bogdan Bliznyuk,Eastern Washington,2017,Wing,26.45%,47.15%,38.23%,27.75%,NR,72.64%,84.35%,35.20%,83.46%,36.09%,57.15%,57.89%
80417,Arkadiy Mkrtychyan,Idaho,2014,Wing,82.16%,66.46%,26.92%,27.75%,NR,NR,NR,NR,23.18%,NR,NR,NR
80417,Arkadiy Mkrtychyan,Idaho,2015,Wing,50.20%,0.80%,5.58%,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80417,Arkadiy Mkrtychyan,Idaho,2016,Wing,80.34%,46.71%,23.76%,0.00%,NR,NR,NR,NR,29.47%,NR,NR,NR
80417,Arkadiy Mkrtychyan,Idaho,2017,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80419,Nahshon George,Idaho,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80419,Nahshon George,Idaho,2015,Wing,80.06%,18.18%,31.54%,72.11%,NR,NR,NR,NR,0.00%,NR,NR,NR
80421,Quinn Price,Montana State,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80421,Quinn Price,Montana State,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80427,Spencer Mathis,Northern Colorado,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80427,Spencer Mathis,Northern Colorado,2015,Wing,NR,NR,NR,56.67%,NR,NR,NR,NR,14.93%,NR,NR,NR
80430,Braxton Tucker,Portland State,2014,Wing,36.77%,76.06%,71.17%,72.11%,NR,95.70%,84.18%,49.83%,14.93%,NR,NR,NR
80430,Braxton Tucker,Portland State,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80430,Braxton Tucker,Portland State,2017,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80431,Montie Leunen,Portland State,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80431,Montie Leunen,Portland State,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80431,Montie Leunen,Portland State,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80448,Justin Strings,Sacramento State,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80448,Justin Strings,Sacramento State,2015,Wing,12.66%,52.47%,34.89%,65.43%,NR,31.81%,84.18%,47.20%,93.51%,73.04%,67.04%,77.09%
80448,Justin Strings,Sacramento State,2016,Wing,7.54%,21.01%,27.48%,27.75%,NR,63.22%,68.02%,60.84%,93.93%,68.11%,59.05%,80.18%
80448,Justin Strings,Sacramento State,2017,Wing,18.95%,72.65%,41.36%,56.67%,NR,82.67%,67.48%,32.36%,82.48%,34.86%,28.52%,62.24%
80450,Mason Stuteville,Sacramento State,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80450,Mason Stuteville,Sacramento State,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,47.09%,NR,NR,NR
80452,Tyler Rawson,Southern Utah,2014,Wing,53.30%,46.71%,16.79%,0.00%,NR,NR,NR,NR,47.09%,NR,NR,NR
80452,Tyler Rawson,Utah,2016,Wing,NR,NR,NR,56.67%,NR,NR,NR,NR,49.98%,NR,NR,NR
80452,Tyler Rawson,Utah,2017,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,91.47%,90.62%,72.03%,62.32%
80457,Sherron Wilson,Southern Utah,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,29.47%,NR,NR,NR
80457,Sherron Wilson,Jackson State,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,47.09%,NR,NR,NR
80470,Jaelyn Johnson-Coston,Weber State,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80473,Nehemiah Mabson,Campbell,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80474,Curtis Phillips,Campbell,2014,Wing,24.58%,18.18%,47.33%,0.00%,NR,NR,NR,NR,72.90%,57.98%,29.27%,23.08%
80474,Curtis Phillips,Campbell,2015,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,39.17%,NR,NR,NR
80474,Curtis Phillips,Tennessee Tech,2016,Wing,46.84%,37.34%,51.59%,0.00%,NR,NR,NR,NR,55.51%,NR,NR,NR
80474,Curtis Phillips,Tennessee Tech,2017,Wing,48.69%,33.97%,81.53%,44.66%,NR,NR,NR,NR,88.22%,46.61%,72.44%,40.58%
80478,Javis Howard,Charleston Southern,2014,Wing,NR,NR,NR,44.66%,NR,NR,NR,NR,0.00%,NR,NR,NR
80478,Javis Howard,Charleston Southern,2015,Wing,59.17%,86.89%,26.76%,56.67%,NR,NR,NR,NR,14.93%,NR,NR,NR
80478,Javis Howard,Charleston Southern,2016,Wing,NR,NR,NR,65.43%,NR,NR,NR,NR,0.00%,NR,NR,NR
80478,Javis Howard,Charleston Southern,2017,Wing,79.43%,57.71%,52.02%,56.67%,NR,NR,NR,NR,23.18%,NR,NR,NR
80479,Wesley Johnson (2),Charleston Southern,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80479,Wesley Johnson (2),Charleston Southern,2015,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,0.00%,NR,NR,NR
80480,Reuben King,Charleston Southern,2014,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,29.47%,NR,NR,NR
80480,Reuben King,Charleston Southern,2015,Wing,63.34%,68.00%,52.52%,27.75%,NR,NR,NR,NR,34.58%,NR,NR,NR
80484,Marcus Freeman,Coastal Carolina,2014,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,0.00%,NR,NR,NR
80484,Marcus Freeman,Coastal Carolina,2015,Wing,88.35%,56.77%,15.50%,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80485,Herve Aholode,Gardner-Webb,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80485,Herve Aholode,Gardner-Webb,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80489,K.J. James,High Point,2014,Wing,NR,NR,NR,44.66%,NR,NR,NR,NR,0.00%,NR,NR,NR
80489,K.J. James,High Point,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80494,A.C. Reid,Liberty,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,87.45%,92.98%,31.63%,79.73%
80494,A.C. Reid,Liberty,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,82.48%,80.61%,83.93%,20.75%
80494,A.C. Reid,Liberty,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,77.00%,94.15%,41.92%,20.59%
80494,A.C. Reid,Tennessee State,2017,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,43.47%,NR,NR,NR
80495,Ezra Talbert,Liberty,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80495,Ezra Talbert,Liberty,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,39.17%,NR,NR,NR
80495,Ezra Talbert,Liberty,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80495,Ezra Talbert,Liberty,2017,Wing,NR,NR,NR,56.67%,NR,NR,NR,NR,29.47%,NR,NR,NR
80498,Victor Dorsey,Longwood,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80501,Ahmad Thomas,UNC Asheville,2014,Wing,73.21%,16.87%,97.17%,44.66%,NR,NR,NR,NR,29.47%,NR,NR,NR
80501,Ahmad Thomas,UNC Asheville,2015,Wing,70.29%,48.07%,87.80%,87.94%,77.08%,56.71%,49.60%,60.89%,43.47%,NR,NR,NR
80501,Ahmad Thomas,UNC Asheville,2016,Wing,53.31%,54.20%,84.56%,97.61%,72.27%,64.65%,67.86%,78.27%,79.27%,14.22%,73.49%,75.32%
80501,Ahmad Thomas,UNC Asheville,2017,Wing,67.19%,52.47%,57.44%,85.45%,76.85%,48.12%,53.32%,31.81%,57.83%,NR,NR,NR
80502,Kem Ubaru,UNC Asheville,2014,Wing,89.72%,21.01%,60.56%,27.75%,NR,NR,NR,NR,14.93%,NR,NR,NR
80504,Alec Wnuk,UNC Asheville,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80504,Alec Wnuk,UNC Asheville,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80504,Alec Wnuk,UNC Asheville,2016,Wing,71.96%,76.06%,38.26%,0.00%,NR,NR,NR,NR,29.47%,NR,NR,NR
80504,Alec Wnuk,UNC Asheville,2017,Wing,85.23%,60.13%,24.65%,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80505,Ruben Arroyo-Felix,Presbyterian,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80505,Ruben Arroyo-Felix,Presbyterian,2015,Wing,NR,NR,NR,44.66%,NR,NR,NR,NR,65.93%,78.25%,71.05%,65.27%
80505,Ruben Arroyo-Felix,Presbyterian,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,34.58%,NR,NR,NR
80505,Ruben Arroyo-Felix,Presbyterian,2017,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,29.47%,NR,NR,NR
80507,DeSean Murray,Presbyterian,2014,Wing,67.01%,36.09%,23.31%,77.75%,17.10%,NR,NR,NR,14.93%,NR,NR,NR
80507,DeSean Murray,Presbyterian,2015,Wing,53.66%,30.71%,36.62%,72.11%,NR,85.18%,68.27%,61.11%,29.47%,NR,NR,NR
80507,DeSean Murray,Auburn,2017,Wing,63.34%,25.77%,15.95%,27.75%,NR,NR,NR,NR,29.47%,NR,NR,NR
80511,Sterling Christy,Radford,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80511,Sterling Christy,Radford,2016,Wing,NR,NR,NR,44.66%,NR,NR,NR,NR,23.18%,NR,NR,NR
80512,Mitch Hill,Winthrop,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,23.18%,NR,NR,NR
80512,Mitch Hill,Winthrop,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80512,Mitch Hill,Winthrop,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80512,Mitch Hill,Winthrop,2017,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,29.47%,NR,NR,NR
80513,Xavier Cooks,Winthrop,2014,Wing,76.77%,30.69%,26.35%,44.66%,NR,NR,NR,NR,14.93%,NR,NR,NR
80513,Xavier Cooks,Winthrop,2015,Wing,21.75%,87.32%,27.29%,65.43%,NR,88.05%,88.22%,70.94%,59.94%,24.91%,28.00%,15.61%
80513,Xavier Cooks,Winthrop,2016,Wing,25.95%,31.53%,37.88%,82.06%,27.85%,72.82%,91.48%,43.99%,77.00%,36.76%,20.46%,44.48%
80513,Xavier Cooks,Winthrop,2017,Wing,58.83%,19.68%,43.25%,77.75%,3.47%,59.26%,84.18%,28.45%,52.77%,NR,NR,NR
80514,Joseph Lopez,Winthrop,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80514,Joseph Lopez,Sacred Heart,2016,Wing,91.35%,31.97%,62.29%,56.67%,NR,NR,NR,NR,14.93%,NR,NR,NR
80514,Joseph Lopez,Sacred Heart,2017,Wing,77.88%,34.42%,34.14%,0.00%,NR,NR,NR,NR,29.47%,NR,NR,NR
80516,Kelan Martin,Butler,2014,Wing,24.01%,76.57%,53.59%,44.66%,NR,NR,NR,NR,82.48%,58.16%,53.07%,87.46%
80516,Kelan Martin,Butler,2015,Wing,29.58%,25.28%,72.58%,85.45%,68.58%,41.14%,35.81%,32.38%,93.02%,51.23%,63.61%,86.80%
80516,Kelan Martin,Butler,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80516,Kelan Martin,Butler,2017,Wing,15.16%,25.42%,62.46%,91.60%,72.41%,40.50%,85.95%,61.22%,99.67%,67.54%,53.09%,80.37%
80525,Aleks Abrams,Cal Poly,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80525,Aleks Abrams,Cal Poly,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80525,Aleks Abrams,Cal Poly,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80525,Aleks Abrams,Cal Poly,2017,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,0.00%,NR,NR,NR
80529,Malcolm Henderson,Cal State Fullerton,2015,Wing,NR,NR,NR,27.75%,NR,NR,NR,NR,0.00%,NR,NR,NR
80530,Jamar Akoh,Cal State Fullerton,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80530,Jamar Akoh,Cal State Fullerton,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80530,Jamar Akoh,Montana,2017,Wing,89.72%,46.71%,14.27%,65.43%,NR,NR,NR,NR,14.93%,NR,NR,NR
80532,Jibreel Faulkner,Canisius,2016,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,14.93%,NR,NR,NR
80532,Jibreel Faulkner,Canisius,2017,Wing,NR,NR,NR,56.67%,NR,NR,NR,NR,39.17%,NR,NR,NR
80535,Zacarry Douglas,Cal State Northridge,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80535,Zacarry Douglas,Cal State Northridge,2015,Wing,67.01%,37.34%,36.61%,56.67%,NR,NR,NR,NR,34.58%,NR,NR,NR
80535,Zacarry Douglas,North Carolina Central,2017,Wing,87.61%,86.89%,61.96%,27.75%,NR,NR,NR,NR,23.18%,NR,NR,NR
80536,Tavrion Dawson,Cal State Northridge,2015,Wing,76.86%,37.90%,54.87%,56.67%,NR,NR,NR,NR,14.93%,NR,NR,NR
80536,Tavrion Dawson,Cal State Northridge,2016,Wing,60.59%,72.77%,63.86%,72.11%,NR,63.98%,63.51%,53.22%,47.09%,NR,NR,NR
80536,Tavrion Dawson,Cal State Northridge,2017,Wing,45.65%,52.63%,52.46%,72.11%,NR,51.71%,99.04%,20.02%,75.64%,31.49%,22.25%,46.77%
80544,Temidayo Yussef,Long Beach State,2014,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80544,Temidayo Yussef,Long Beach State,2015,Wing,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
